1-0-3-7-5-8	万
1-5-5-5-4-2	庞
1-5-5-5-4-3	废
1-5-5-5-4-4	度
1-5-5-5-4-5	庵
1-5-5-5-4-6	庾
1-5-5-5-4-7	廖
1-5-5-5-4-8	建
1-5-5-5-4-9	开
1-5-5-5-5-0	张
1-5-5-5-5-1	弥
1-5-5-5-5-2	強
1-5-5-5-5-3	强
1-5-5-5-5-4	彤
1-5-5-5-5-5	彦
1-5-5-5-5-6	彬
1-5-5-5-5-7	彭
1-5-5-5-5-8	徍
1-5-5-5-5-9	径
1-5-5-5-6-0	很
1-5-5-5-6-1	律
1-5-5-5-6-2	得
1-5-5-5-6-3	循
1-5-5-5-6-4	心
1-5-5-5-6-5	必
1-5-5-5-6-6	忙
1-5-5-5-6-7	怀
1-5-5-5-6-8	怕
1-5-5-5-6-9	性
1-5-5-5-7-0	怪
1-5-5-5-7-1	怹
1-5-5-5-7-2	总
1-5-5-5-7-3	怼
1-5-5-5-7-4	恃
1-5-5-5-7-5	恋
1-5-5-5-7-6	恨
1-5-5-5-7-7	恭
1-5-5-5-7-8	恰
1-5-5-5-7-9	恳
1-5-5-5-8-0	恺
1-5-5-5-8-1	悔
1-5-5-5-8-2	悠
1-5-5-5-8-3	患
1-5-5-5-8-4	悦
1-5-5-5-8-5	惋
1-5-5-5-8-6	惠
1-5-5-5-8-7	惨
1-5-5-5-8-8	愁
1-5-5-5-8-9	愤
1-5-5-5-9-0	慈
1-5-5-5-9-1	慌
1-5-5-5-9-2	慢
1-5-5-5-9-3	憋
1-5-5-5-9-4	懂
1-5-5-5-9-5	懒
1-5-5-5-9-6	懵
1-5-5-5-9-7	成
1-5-5-5-9-8	牫
1-5-5-5-9-9	截
1-5-5-6-0-0	户
1-5-5-6-0-1	手
1-5-5-6-0-2	扎
1-5-5-6-0-3	扑
1-5-5-6-0-4	打
1-5-5-6-0-5	扔
1-5-5-6-0-6	托
1-5-5-6-0-7	扫
1-5-5-6-0-8	扳
1-5-5-6-0-9	找
1-5-5-6-1-0	抖
1-5-5-6-1-1	折
1-5-5-6-1-2	抬
1-5-5-6-1-3	抽
1-5-5-6-1-4	拆
1-5-5-6-1-5	拒
1-5-5-6-1-6	拜
1-5-5-6-1-7	拢
1-5-5-6-1-8	拥
1-5-5-6-1-9	拼
1-5-5-6-2-0	拾
1-5-5-6-2-1	拿
1-5-5-6-2-2	挂
1-5-5-6-2-3	按
1-5-5-6-2-4	挎
1-5-5-6-2-5	挑
1-5-5-6-2-6	振
1-5-5-6-2-7	捋
1-5-5-6-2-8	捡
1-5-5-6-2-9	捻
1-5-5-6-3-0	掂
1-5-5-6-3-1	掏
1-5-5-6-3-2	探
1-5-5-6-3-3	控
1-5-5-6-3-4	掺
1-5-5-6-3-5	提
1-5-5-6-3-6	换
1-5-5-6-3-7	揪
1-5-5-6-3-8	揸
1-5-5-6-3-9	搁
1-5-5-6-4-0	搏
1-5-5-6-4-1	搜
1-5-5-6-4-2	搡
1-5-5-6-4-3	搬
1-5-5-6-4-4	携
1-5-5-6-4-5	摁
1-5-5-6-4-6	摆
1-5-5-6-4-7	摸
1-5-5-6-4-8	撒
1-5-5-6-4-9	撚
1-5-5-6-5-0	撞
1-5-5-6-5-1	撸
1-5-5-6-5-2	操
1-5-5-6-5-3	擦
1-5-5-6-5-4	攃
1-5-5-6-5-5	收
1-5-5-6-5-6	攻
1-5-5-6-5-7	政
1-5-5-6-5-8	教
1-5-5-6-5-9	敦
1-5-5-6-6-0	敲
1-5-5-6-6-1	整
1-5-5-6-6-2	文
1-5-5-6-6-3	斐
1-5-5-6-6-4	料
1-5-5-6-6-5	斤
1-5-5-6-6-6	无
1-5-5-6-6-7	早
1-5-5-6-6-8	时
1-5-5-6-6-9	旺
1-5-5-6-7-0	旻
1-5-5-6-7-1	昀
1-5-5-6-7-2	昂
1-5-5-6-7-3	易
1-5-5-6-7-4	昔
1-5-5-6-7-5	星
1-5-5-6-7-6	春
1-5-5-6-7-7	昨
1-5-5-6-7-8	昱
1-5-5-6-7-9	晁
1-5-5-6-8-0	晏
1-5-5-6-8-1	晒
1-5-5-6-8-2	晕
1-5-5-6-8-3	晚
1-5-5-6-8-4	晟
1-5-5-6-8-5	普
1-5-5-6-8-6	晴
1-5-5-6-8-7	晾
1-5-5-6-8-8	暴
1-5-5-6-8-9	曦
1-5-5-6-9-0	曼
1-5-5-6-9-1	曾
1-5-5-6-9-2	朕
1-5-5-6-9-3	望
1-5-5-6-9-4	朱
1-5-5-6-9-5	机
1-5-5-6-9-6	杀
1-5-5-6-9-7	杂
1-5-5-6-9-8	杠
1-5-5-6-9-9	来
1-5-5-7-0-0	杨
1-5-5-7-0-1	杵
1-5-5-7-0-2	板
1-5-5-7-0-3	枕
1-5-5-7-0-4	林
1-5-5-7-0-5	枝
1-5-5-7-0-6	枭
1-5-5-7-0-7	某
1-5-5-7-0-8	柜
1-5-5-7-0-9	柠
1-5-5-7-1-0	柳
1-5-5-7-1-1	柸
1-5-5-7-1-2	栆
1-5-5-7-1-3	栗
1-5-5-7-1-4	根
1-5-5-7-1-5	桔
1-5-5-7-1-6	桥
1-5-5-7-1-7	梦
1-5-5-7-1-8	梭
1-5-5-7-1-9	棒
1-5-5-7-2-0	森
1-5-5-7-2-1	椅
1-5-5-7-2-2	椰
1-5-5-7-2-3	楼
1-5-5-7-2-4	榔
1-5-5-7-2-5	榜
1-5-5-7-2-6	樊
1-5-5-7-2-7	横
1-5-5-7-2-8	橙
1-5-5-7-2-9	欧
1-5-5-7-3-0	歌
1-5-5-7-3-1	正
1-5-5-7-3-2	步
1-5-5-7-3-3	武
1-5-5-7-3-4	歪
1-5-5-7-3-5	歼
1-5-5-7-3-6	殖
1-5-5-7-3-7	毁
1-5-5-7-3-8	毅
1-5-5-7-3-9	母
1-5-5-7-4-0	毎
1-5-5-7-4-1	毒
1-5-5-7-4-2	毛
1-5-5-7-4-3	毯
1-5-5-7-4-4	气
1-5-5-7-4-5	汇
1-5-5-7-4-6	汗
1-5-5-7-4-7	污
1-5-5-7-4-8	汤
1-5-5-7-4-9	汶
1-5-5-7-5-0	沂
1-5-5-7-5-1	沈
1-5-5-7-5-2	沟
1-5-5-7-5-3	没
1-5-5-7-5-4	泳
1-5-5-7-5-5	泸
1-5-5-7-5-6	洁
1-5-5-7-5-7	洞
1-5-5-7-5-8	测
1-5-5-7-5-9	浴
1-5-5-7-6-0	海
1-5-5-7-6-1	涌
1-5-5-7-6-2	润
1-5-5-7-6-3	涵
1-5-5-7-6-4	淑
1-5-5-7-6-5	淮
1-5-5-7-6-6	深
1-5-5-7-6-7	淳
1-5-5-7-6-8	添
1-5-5-7-6-9	渤
1-5-5-7-7-0	渦
1-5-5-7-7-1	温
1-5-5-7-7-2	湊
1-5-5-7-7-3	湛
1-5-5-7-7-4	源
1-5-5-7-7-5	滦
1-5-5-7-7-6	滩
1-5-5-7-7-7	演
1-5-5-7-7-8	漾
1-5-5-7-7-9	潘
1-5-5-7-8-0	澈
1-5-5-7-8-1	澳
1-5-5-7-8-2	濮
1-5-5-7-8-3	火
1-5-5-7-8-4	灯
1-5-5-7-8-5	灰
1-5-5-7-8-6	炸
1-5-5-7-8-7	点
1-5-5-7-8-8	烂
1-5-5-7-8-9	烟
1-5-5-7-9-0	烦
1-5-5-7-9-1	焊
1-5-5-7-9-2	焖
1-5-5-7-9-3	焗
1-5-5-7-9-4	焦
1-5-5-7-9-5	然
1-5-5-7-9-6	照
1-5-5-7-9-7	燕
1-5-5-7-9-8	爵
1-5-5-7-9-9	父
1-5-5-8-0-0	爸
1-5-5-8-0-1	爽
1-5-5-8-0-2	牙
1-5-5-8-0-3	物
1-5-5-8-0-4	牵
1-5-5-8-0-5	特
1-5-5-8-0-6	狠
1-5-5-8-0-7	独
1-5-5-8-0-8	狼
1-5-5-8-0-9	猪
1-5-5-8-1-0	猫
1-5-5-8-1-1	猿
1-5-5-8-1-2	玖
1-5-5-8-1-3	现
1-5-5-8-1-4	玻
1-5-5-8-1-5	珀
1-5-5-8-1-6	珊
1-5-5-8-1-7	珍
1-5-5-8-1-8	珩
1-5-5-8-1-9	理
1-5-5-8-2-0	琪
1-5-5-8-2-1	琳
1-5-5-8-2-2	琴
1-5-5-8-2-3	琵
1-5-5-8-2-4	瑛
1-5-5-8-2-5	璇
1-5-5-8-2-6	瓜
1-5-5-8-2-7	瓦
1-5-5-8-2-8	甘
1-5-5-8-2-9	甜
1-5-5-8-3-0	用
1-5-5-8-3-1	电
1-5-5-8-3-2	留
1-5-5-8-3-3	疑
1-5-5-8-3-4	疯
1-5-5-8-3-5	疼
1-5-5-8-3-6	病
1-5-5-8-3-7	痒
1-5-5-8-3-8	瘦
1-5-5-8-3-9	登
1-5-5-8-4-0	皱
1-5-5-8-4-1	盆
1-5-5-8-4-2	盐
1-5-5-8-4-3	盖
1-5-5-8-4-4	盘
1-5-5-8-4-5	盯
1-5-5-8-4-6	盲
1-5-5-8-4-7	直
1-5-5-8-4-8	相
1-5-5-8-4-9	看
1-5-5-8-5-0	䀝
1-5-5-8-5-1	眼
1-5-5-8-5-2	着
1-5-5-8-5-3	睇
1-5-5-8-5-4	瞑
1-5-5-8-5-5	知
1-5-5-8-5-6	矮
1-5-5-8-5-7	码
1-5-5-8-5-8	砂
1-5-5-8-5-9	砖
1-5-5-8-6-0	砰
1-5-5-8-6-1	硬
1-5-5-8-6-2	碍
1-5-5-8-6-3	碎
1-5-5-8-6-4	碰
1-5-5-8-6-5	碱
1-5-5-8-6-6	碴
1-5-5-8-6-7	礼
1-5-5-8-6-8	祖
1-5-5-8-6-9	神
1-5-5-8-7-0	祥
1-5-5-8-7-1	票
1-5-5-8-7-2	福
1-5-5-8-7-3	禹
1-5-5-8-7-4	秀
1-5-5-8-7-5	种
1-5-5-8-7-6	秒
1-5-5-8-7-7	秘
1-5-5-8-7-8	租
1-5-5-8-7-9	程
1-5-5-8-8-0	稍
1-5-5-8-8-1	税
1-5-5-8-8-2	穆
1-5-5-8-8-3	穴
1-5-5-8-8-4	空
1-5-5-8-8-5	突
1-5-5-8-8-6	窄
1-5-5-8-8-7	窝
1-5-5-8-8-8	窦
1-5-5-8-8-9	童
1-5-5-8-9-0	笈
1-5-5-8-9-1	笔
1-5-5-8-9-2	符
1-5-5-8-9-3	笼
1-5-5-8-9-4	答
1-5-5-8-9-5	签
1-5-5-8-9-6	算
1-5-5-8-9-7	管
1-5-5-8-9-8	类
1-5-5-8-9-9	粘
1-5-5-9-0-0	精
1-5-5-9-0-1	系
1-5-5-9-0-2	索
1-5-5-9-0-3	紧
1-5-5-9-0-4	綜
1-5-5-9-0-5	纤
1-5-5-9-0-6	纪
1-5-5-9-0-7	组
1-5-5-9-0-8	经
1-5-5-9-0-9	绣
1-5-5-9-1-0	绳
1-5-5-9-1-1	维
1-5-5-9-1-2	综
1-5-5-9-1-3	绿
1-5-5-9-1-4	编
1-5-5-9-1-5	缘
1-5-5-9-1-6	缪
1-5-5-9-1-7	网
1-5-5-9-1-8	罢
1-5-5-9-1-9	置
1-5-5-9-2-0	羿
1-5-5-9-2-1	翰
1-5-5-9-2-2	翻
1-5-5-9-2-3	者
1-5-5-9-2-4	耘
1-5-5-9-2-5	聚
1-5-5-9-2-6	聪
1-5-5-9-2-7	聽
1-5-5-9-2-8	肃
1-5-5-9-2-9	肌
1-5-5-9-3-0	肖
1-5-5-9-3-1	肘
1-5-5-9-3-2	肠
1-5-5-9-3-3	股
1-5-5-9-3-4	肯
1-5-5-9-3-5	肺
1-5-5-9-3-6	肿
1-5-5-9-3-7	胃
1-5-5-9-3-8	胎
1-5-5-9-3-9	胚
1-5-5-9-4-0	胥
1-5-5-9-4-1	㬵
1-5-5-9-4-2	脚
1-5-5-9-4-3	脱
1-5-5-9-4-4	腊
1-5-5-9-4-5	腰
1-5-5-9-4-6	腹
1-5-5-9-4-7	膳
1-5-5-9-4-8	自
1-5-5-9-4-9	臻
1-5-5-9-5-0	舅
1-5-5-9-5-1	舍
1-5-5-9-5-2	航
1-5-5-9-5-3	船
1-5-5-9-5-4	艳
1-5-5-9-5-5	艹
1-5-5-9-5-6	节
1-5-5-9-5-7	芬
1-5-5-9-5-8	芸
1-5-5-9-5-9	苦
1-5-5-9-6-0	苯
1-5-5-9-6-1	茶
1-5-5-9-6-2	茸
1-5-5-9-6-3	荆
1-5-5-9-6-4	荔
1-5-5-9-6-5	荟
1-5-5-9-6-6	荤
1-5-5-9-6-7	莨
1-5-5-9-6-8	莲
1-5-5-9-6-9	菌
1-5-5-9-7-0	萍
1-5-5-9-7-1	萝
1-5-5-9-7-2	萱
1-5-5-9-7-3	蒜
1-5-5-9-7-4	蔓
1-5-5-9-7-5	蔡
1-5-5-9-7-6	蒋
1-5-5-9-7-7	蔼
1-5-5-9-7-8	蕙
1-5-5-9-7-9	薛
1-5-5-9-8-0	藍
1-5-5-9-8-1	蘑
1-5-5-9-8-2	虽
1-5-5-9-8-3	虾
1-5-5-9-8-4	蛋
1-5-5-9-8-5	蜗
1-5-5-9-8-6	蜜
1-5-5-9-8-7	街
1-5-5-9-8-8	衡
1-5-5-9-8-9	衷
1-5-5-9-9-0	袜
1-5-5-9-9-1	装
1-5-5-9-9-2	要
1-5-5-9-9-3	覆
1-5-5-9-9-4	计
1-5-5-9-9-5	讪
1-5-5-9-9-6	讲
1-5-5-9-9-7	讵
1-5-5-9-9-8	许
1-5-5-9-9-9	证
1-5-6-0-0-0	评
1-5-6-0-0-1	诈
1-5-6-0-0-2	诉
1-5-6-0-0-3	诗
1-5-6-0-0-4	诚
1-5-6-0-0-5	该
1-5-6-0-0-6	诶
1-5-6-0-0-7	请
1-5-6-0-0-8	诸
1-5-6-0-0-9	读
1-5-6-0-1-0	调
1-5-6-0-1-1	谅
1-5-6-0-1-2	谐
1-5-6-0-1-3	谣
1-5-6-0-1-4	谭
1-5-6-0-1-5	谷
1-5-6-0-1-6	豆
1-5-6-0-1-7	豌
1-5-6-0-1-8	贞
1-5-6-0-1-9	财
1-5-6-0-2-0	责
1-5-6-0-2-1	账
1-5-6-0-2-2	质
1-5-6-0-2-3	贯
1-5-6-0-2-4	贰
1-5-6-0-2-5	贱
1-5-6-0-2-6	贴
1-5-6-0-2-7	费
1-5-6-0-2-8	赋
1-5-6-0-2-9	赌
1-5-6-0-3-0	赔
1-5-6-0-3-1	赚
1-5-6-0-3-2	走
1-5-6-0-3-3	赵
1-5-6-0-3-4	赶
1-5-6-0-3-5	起
1-5-6-0-3-6	越
1-5-6-0-3-7	趟
1-5-6-0-3-8	趣
1-5-6-0-3-9	足
1-5-6-0-4-0	跌
1-5-6-0-4-1	距
1-5-6-0-4-2	跟
1-5-6-0-4-3	路
1-5-6-0-4-4	踢
1-5-6-0-4-5	踩
1-5-6-0-4-6	蹦
1-5-6-0-4-7	蹭
1-5-6-0-4-8	身
1-5-6-0-4-9	躬
1-5-6-0-5-0	車
1-5-6-0-5-1	轩
1-5-6-0-5-2	转
1-5-6-0-5-3	轮
1-5-6-0-5-4	软
1-5-6-0-5-5	轰
1-5-6-0-5-6	轻
1-5-6-0-5-7	载
1-5-6-0-5-8	辆
1-5-6-0-5-9	辉
1-5-6-0-6-0	辙
1-5-6-0-6-1	辛
1-5-6-0-6-2	边
1-5-6-0-6-3	迎
1-5-6-0-6-4	运
1-5-6-0-6-5	近
1-5-6-0-6-6	进
1-5-6-0-6-7	迟
1-5-6-0-6-8	迥
1-5-6-0-6-9	迫
1-5-6-0-7-0	迷
1-5-6-0-7-1	送
1-5-6-0-7-2	递
1-5-6-0-7-3	這
1-5-6-0-7-4	通
1-5-6-0-7-5	逛
1-5-6-0-7-6	逸
1-5-6-0-7-7	遮
1-5-6-0-7-8	邀
1-5-6-0-7-9	邢
1-5-6-0-8-0	邦
1-5-6-0-8-1	邬
1-5-6-0-8-2	邮
1-5-6-0-8-3	邱
1-5-6-0-8-4	郝
1-5-6-0-8-5	郭
1-5-6-0-8-6	郸
1-5-6-0-8-7	都
1-5-6-0-8-8	配
1-5-6-0-8-9	酔
1-5-6-0-9-0	酥
1-5-6-0-9-1	酱
1-5-6-0-9-2	酸
1-5-6-0-9-3	醉
1-5-6-0-9-4	醋
1-5-6-0-9-5	采
1-5-6-0-9-6	重
1-5-6-0-9-7	量
1-5-6-0-9-8	钟
1-5-6-0-9-9	钧
1-5-6-1-0-0	钩
1-5-6-1-0-1	钰
1-5-6-1-0-2	钱
1-5-6-1-0-3	铁
1-5-6-1-0-4	铂
1-5-6-1-0-5	铝
1-5-6-1-0-6	链
1-5-6-1-0-7	锄
1-5-6-1-0-8	锣
1-5-6-1-0-9	锦
1-5-6-1-1-0	锭
1-5-6-1-1-1	锻
1-5-6-1-1-2	镍
1-5-6-1-1-3	镖
1-5-6-1-1-4	镜
1-5-6-1-1-5	闪
1-5-6-1-1-6	闫
1-5-6-1-1-7	闲
1-5-6-1-1-8	闹
1-5-6-1-1-9	阁
1-5-6-1-2-0	阎
1-5-6-1-2-1	阚
1-5-6-1-2-2	阳
1-5-6-1-2-3	阴
1-5-6-1-2-4	陀
1-5-6-1-2-5	附
1-5-6-1-2-6	际
1-5-6-1-2-7	院
1-5-6-1-2-8	陪
1-5-6-1-2-9	陳
1-5-6-1-3-0	隆
1-5-6-1-3-1	随
1-5-6-1-3-2	难
1-5-6-1-3-3	雁
1-5-6-1-3-4	雅
1-5-6-1-3-5	雒
1-5-6-1-3-6	雙
1-5-6-1-3-7	離
1-5-6-1-3-8	雪
1-5-6-1-3-9	零
1-5-6-1-4-0	雷
1-5-6-1-4-1	雾
1-5-6-1-4-2	霉
1-5-6-1-4-3	霜
1-5-6-1-4-4	霧
1-5-6-1-4-5	青
1-5-6-1-4-6	静
1-5-6-1-4-7	靠
1-5-6-1-4-8	鞋
1-5-6-1-4-9	韩
1-5-6-1-5-0	顶
1-5-6-1-5-1	项
1-5-6-1-5-2	顺
1-5-6-1-5-3	颂
1-5-6-1-5-4	颈
1-5-6-1-5-5	颤
1-5-6-1-5-6	风
1-5-6-1-5-7	飞
1-5-6-1-5-8	食
1-5-6-1-5-9	饭
1-5-6-1-6-0	馅
1-5-6-1-6-1	马
1-5-6-1-6-2	驳
1-5-6-1-6-3	驼
1-5-6-1-6-4	骑
1-5-6-1-6-5	骗
1-5-6-1-6-6	骠
1-5-6-1-6-7	骨
1-5-6-1-6-8	髮
1-5-6-1-6-9	魔
1-5-6-1-7-0	鲁
1-5-6-1-7-1	鲍
1-5-6-1-7-2	鸠
1-5-6-1-7-3	鸡
1-5-6-1-7-4	鸣
1-5-6-1-7-5	鹅
1-5-6-1-7-6	鹏
1-5-6-1-7-7	鹿
1-5-6-1-7-8	麻
1-5-6-1-7-9	麽
1-5-6-1-8-0	黄
1-5-6-1-8-1	黑
1-5-6-1-8-2	黯
1-5-6-1-8-3	鼓
1-5-6-1-8-4	鼻
1-5-6-1-8-5	龙
1-5-6-1-8-6	桌
1-5-6-1-8-7	桶
1-5-6-1-8-8	桂
1-5-6-1-8-9	桩
1-5-6-1-9-0	椎
1-5-6-1-9-1	椅
1-5-6-1-9-2	森
1-5-6-1-9-3	棉
1-5-6-1-9-4	棽
1-5-6-1-9-5	检
1-5-6-1-9-6	檫
1-5-6-1-9-7	檀
1-5-6-1-9-8	梳
1-5-6-1-9-9	條
1-5-6-2-0-0	橡
1-5-6-2-0-1	气
1-5-6-2-0-2	正
1-5-6-2-0-3	歌
1-5-6-2-0-4	歆
1-5-6-2-0-5	歲
1-5-6-2-0-6	母
1-5-6-2-0-7	毓
1-5-6-2-0-8	毅
1-5-6-2-0-9	汉
1-5-6-2-1-0	汤
1-5-6-2-1-1	求
1-5-6-2-1-2	汁
1-5-6-2-1-3	汆
1-5-6-2-1-4	欠
1-5-6-2-1-5	欣
1-5-6-2-1-6	欢
1-5-6-2-1-7	款
1-5-6-2-1-8	次
1-5-6-2-1-9	殴
1-5-6-2-2-0	泡
1-5-6-2-2-1	泥
1-5-6-2-2-2	泳
1-5-6-2-2-3	泪
1-5-6-2-2-4	泄
1-5-6-2-2-5	泺
1-5-6-2-2-6	沟
1-5-6-2-2-7	沽
1-5-6-2-2-8	涂
1-5-6-2-2-9	涛
1-5-6-2-3-0	消
1-5-6-2-3-1	涡
1-5-6-2-3-2	凊
1-5-6-2-3-3	渣
1-5-6-2-3-4	温
1-5-6-2-3-5	渴
1-5-6-2-3-6	渭
1-5-6-2-3-7	添
1-5-6-2-3-8	淡
1-5-6-2-3-9	淖
1-5-6-2-4-0	洁
1-5-6-2-4-1	洗
1-5-6-2-4-2	海
1-5-6-2-4-3	浅
1-5-6-2-4-4	济
1-5-6-2-4-5	湿
1-5-6-2-4-6	湾
1-5-6-2-4-7	湘
1-5-6-2-4-8	滴
1-5-6-2-4-9	滚
1-5-6-2-5-0	满
1-5-6-2-5-1	滔
1-5-6-2-5-2	滤
1-5-6-2-5-3	演
1-5-6-2-5-4	漂
1-5-6-2-5-5	漠
1-5-6-2-5-6	漆
1-5-6-2-5-7	澜
1-5-6-2-5-8	澳
1-5-6-2-5-9	源
1-5-6-2-6-0	濮
1-5-6-2-6-1	濑
1-5-6-2-6-2	濯
1-5-6-2-6-3	岁
1-5-6-2-6-4	峰
1-5-6-2-6-5	峡
1-5-6-2-6-6	峙
1-5-6-2-6-7	差
1-5-6-2-6-8	左
1-5-6-2-6-9	巴
1-5-6-2-7-0	建
1-5-6-2-7-1	强
1-5-6-2-7-2	弹
1-5-6-2-7-3	弘
1-5-6-2-7-4	很
1-5-6-2-7-5	微
1-5-6-2-7-6	待
1-5-6-2-7-7	得
1-5-6-2-7-8	德
1-5-6-2-7-9	律
1-5-6-2-8-0	征
1-5-6-2-8-1	復
1-5-6-2-8-2	庄
1-5-6-2-8-3	底
1-5-6-2-8-4	库
1-5-6-2-8-5	庆
1-5-6-2-8-6	座
1-5-6-2-8-7	庚
1-5-6-2-8-8	辜
1-5-6-2-8-9	迟
1-5-6-2-9-0	这
1-5-6-2-9-1	连
1-5-6-2-9-2	进
1-5-6-2-9-3	还
1-5-6-2-9-4	过
1-5-6-2-9-5	追
1-5-6-2-9-6	运
1-5-6-2-9-7	迅
1-5-6-2-9-8	迁
1-5-6-2-9-9	馨
1-5-6-3-0-0	领
1-5-6-3-0-1	题
1-5-6-3-0-2	颐
1-5-6-3-0-3	颈
1-5-6-3-0-4	餐
1-5-6-3-0-5	飞
1-5-6-3-0-6	顾
1-5-6-3-0-7	顶
1-5-6-3-0-8	顺
1-5-6-3-0-9	鲜
1-5-6-3-1-0	鲁
1-5-6-3-1-1	驻
1-5-6-3-1-2	驼
1-5-6-3-1-3	驰
1-5-6-3-1-4	髓
1-5-6-3-1-5	鬼
1-5-6-3-1-6	骂
1-5-6-3-1-7	验
1-5-6-3-1-8	骞
1-5-6-3-1-9	骏
1-5-6-3-2-0	鹭
1-5-6-3-2-1	鸭
1-5-6-3-2-2	鸽
1-5-6-3-2-3	鸠
1-5-6-3-2-4	麦
1-5-6-3-2-5	麻
1-5-6-3-2-6	麟
1-5-6-3-2-7	魏
1-5-6-3-2-8	魔
1-5-6-3-2-9	黑
1-5-6-3-3-0	默
1-5-6-3-3-1	龙
1-5-6-3-3-2	齐
1-5-6-3-3-3	鳍
1-5-6-3-3-4	云
1-5-6-3-3-5	互
1-5-6-3-3-6	亲
1-5-6-3-3-7	亢
1-5-6-3-3-8	亖
1-5-6-3-3-9	亡
1-5-6-3-4-0	亂
1-5-6-3-4-1	价
1-5-6-3-4-2	仙
1-5-6-3-4-3	仓
1-5-6-3-4-4	代
1-5-6-3-4-5	今
1-5-6-3-4-6	件
1-5-6-3-4-7	任
1-5-6-3-4-8	从
1-5-6-3-4-9	仆
1-5-6-3-5-0	什
1-5-6-3-5-1	住
1-5-6-3-5-2	作
1-5-6-3-5-3	佘
1-5-6-3-5-4	余
1-5-6-3-5-5	佳
1-5-6-3-5-6	体
1-5-6-3-5-7	但
1-5-6-3-5-8	位
1-5-6-3-5-9	使
1-5-6-3-6-0	佣
1-5-6-3-6-1	佩
1-5-6-3-6-2	伴
1-5-6-3-6-3	传
1-5-6-3-6-4	休
1-5-6-3-6-5	伟
1-5-6-3-6-6	伐
1-5-6-3-6-7	伍
1-5-6-3-6-8	众
1-5-6-3-6-9	上
1-5-6-3-7-0	丁
1-5-6-3-7-1	为
1-5-6-3-7-2	严
1-5-6-3-7-3	不
1-5-6-3-7-4	丫
1-5-6-3-7-5	举
1-5-6-3-7-6	丸
1-5-6-3-7-7	丶
1-5-6-3-7-8	串
1-5-6-3-7-9	业
1-5-6-3-8-0	与
1-5-6-3-8-1	三
1-5-6-3-8-2	丢
1-5-6-3-8-3	中
1-5-6-3-8-4	乐
1-5-6-3-8-5	两
1-5-6-3-8-6	一
1-5-6-3-8-7	乳
1-5-6-3-8-8	买
1-5-6-3-8-9	乾
1-5-6-3-9-0	乜
1-5-6-3-9-1	乔
1-5-6-3-9-2	也
1-5-6-3-9-3	乘
1-5-6-3-9-4	乐
1-5-6-3-9-5	九
1-5-6-3-9-6	之
1-5-6-3-9-7	久
1-5-6-3-9-8	么
1-5-6-3-9-9	俩
1-5-6-4-0-0	俺
1-5-6-4-0-1	信
1-5-6-4-0-2	俊
1-5-6-4-0-3	係
1-5-6-4-0-4	俑
1-5-6-4-0-5	例
1-5-6-4-0-6	墨
1-5-6-4-0-7	墉
1-5-6-4-0-8	夫
1-5-6-4-0-9	夜
1-5-6-4-1-0	大
1-5-6-4-1-1	太
1-5-6-4-1-2	外
1-5-6-4-1-3	头
1-5-6-4-1-4	夸
1-5-6-4-1-5	失
1-5-6-4-1-6	士
1-5-6-4-1-7	套
1-5-6-4-1-8	她
1-5-6-4-1-9	奔
1-5-6-4-2-0	奏
1-5-6-4-2-1	奸
1-5-6-4-2-2	奎
1-5-6-4-2-3	奉
1-5-6-4-2-4	塔
1-5-6-4-2-5	填
1-5-6-4-2-6	娟
1-5-6-4-2-7	娇
1-5-6-4-2-8	娘
1-5-6-4-2-9	威
1-5-6-4-3-0	娼
1-5-6-4-3-1	婺
1-5-6-4-3-2	姑
1-5-6-4-3-3	姨
1-5-6-4-3-4	姐
1-5-6-4-3-5	始
1-5-6-4-3-6	媚
1-5-6-4-3-7	孟
1-5-6-4-3-8	孙
1-5-6-4-3-9	字
1-5-6-4-4-0	存
1-5-6-4-4-1	孩
1-5-6-4-4-2	孃
1-5-6-4-4-3	孰
1-5-6-4-4-4	寄
1-5-6-4-4-5	密
1-5-6-4-4-6	寸
1-5-6-4-4-7	寝
1-5-6-4-4-8	家
1-5-6-4-4-9	宋
1-5-6-4-5-0	宜
1-5-6-4-5-1	宣
1-5-6-4-5-2	宸
1-5-6-4-5-3	宿
1-5-6-4-5-4	宛
1-5-6-4-5-5	客
1-5-6-4-5-6	宗
1-5-6-4-5-7	实
1-5-6-4-5-8	宇
1-5-6-4-5-9	室
1-5-6-4-6-0	害
1-5-6-4-6-1	宝
1-5-6-4-6-2	将
1-5-6-4-6-3	少
1-5-6-4-6-4	尾
1-5-6-4-6-5	封
1-5-6-4-6-6	小
1-5-6-4-6-7	尼
1-5-6-4-6-8	尧
1-5-6-4-6-9	尕
1-5-6-4-7-0	尖
1-5-6-4-7-1	尸
1-5-6-4-7-2	属
1-5-6-4-7-3	屋
1-5-6-4-7-4	层
1-5-6-4-7-5	屎
1-5-6-4-7-6	屠
1-5-6-4-7-7	屙
1-5-6-4-7-8	被
1-5-6-4-7-9	袄
1-5-6-4-8-0	袭
1-5-6-4-8-1	衣
1-5-6-4-8-2	补
1-5-6-4-8-3	表
1-5-6-4-8-4	衍
1-5-6-4-8-5	衲
1-5-6-4-8-6	血
1-5-6-4-8-7	裙
1-5-6-4-8-8	裁
1-5-6-4-8-9	裸
1-5-6-4-9-0	要
